,title,category,,
314,On the Effect of Negative Gradient in Group Relative Deep Reinforcement Optimization,neither,,
315,"Kogan, Alex",neither,,
316,Benchmarking Retrieval-Augmented Multimomal Generation for Document Question Answering,neither,,
317,Select2Reason: Efficient Instruction-Tuning Data Selection for Long-CoT Reasoning,both,,
318,GreekBarBench: A Challenging Benchmark for Free-Text Legal Reasoning and Citations,reasoning_improvement,,
319,Enhancing Efficiency and Exploration in Reinforcement Learning for LLMs,reasoning_improvement,,
320,Reasoning LLMs are Wandering Solution Explorers,reasoning_improvement,,
321,Beyond Markovian: Reflective Exploration via Bayes-Adaptive RL for LLM Reasoning,reasoning_improvement,,
322,Maximizing Confidence Alone Improves Reasoning,reasoning_improvement,,
323,GuessArena: Guess Who I Am? A Self-Adaptive Framework for Evaluating LLMs in Domain-Specific Knowledge and Reasoning,reasoning_improvement,,
324,AutoL2S: Auto Long-Short Reasoning for Efficient Large Language Models,both,,
325,Exploring the Potential of Offline RL for Reasoning in LLMs: A Preliminary Study,reasoning_improvement,,
326,Think in Safety: Unveiling and Mitigating Safety Alignment Collapse in Multimodal Large Reasoning Model,neither,,
327,UniEval: Unified Holistic Evaluation for Unified Multimodal Understanding and Generation,neither,,
328,The Evolving Landscape of Generative Large Language Models and Traditional Natural Language Processing in Medicine,neither,,
329,Benchmarking Spatiotemporal Reasoning in LLMs and Reasoning Models: Capabilities and Challenges,reasoning_improvement,,
330,Improving Assembly Code Performance with Large Language Models via Reinforcement Learning,neither,,
331,Why Not Act on What You Know? Unleashing Safety Potential of LLMs via Self-Aware Guard Enhancement,reasoning_improvement,,
332,Reward Inside the Model: A Lightweight Hidden-State Reward Model for LLM's Best-of-N sampling,neither,,
333,On-Policy Optimization with Group Equivalent Preference for Multi-Programming Language Understanding,neither,,
334,UIShift: Enhancing VLM-based GUI Agents through Self-supervised Reinforcement Learning,neither,,
335,When Ethics and Payoffs Diverge: LLM Agents in Morally Charged Social Dilemmas,neither,,
336,Does Representation Intervention Really Identify Desired Concepts and Elicit Alignment?,neither,,
337,Co-PatcheR: Collaborative Software Patching with Component(s)-specific Small Reasoning Models,reasoning_improvement,,
338,LLaDA 1.5: Variance-Reduced Preference Optimization for Large Language Diffusion Models,neither,,
339,Self-reflective Uncertainties: Do LLMs Know Their Internal Answer Distribution?,reasoning_improvement,,
340,$μ$-MoE: Test-Time Pruning as Micro-Grained Mixture-of-Experts,neither,,
341,Reinforcement Fine-Tuning Powers Reasoning Capability of Multimodal Large Language Models,reasoning_improvement,,
342,SeRL: Self-Play Reinforcement Learning for Large Language Models with Limited Data,neither,,
343,Fundamental Limits of Game-Theoretic LLM Alignment: Smith Consistency and Preference Matching,neither,,
344,Adaptive Deep Reasoning: Triggering Deep Thinking When Needed,reasoning_improvement,,
345,Delving into RL for Image Generation with CoT: A Study on DPO vs. GRPO,reasoning_improvement,,
346,SophiaVL-R1: Reinforcing MLLMs Reasoning with Thinking Reward,reasoning_improvement,,
347,Let Androids Dream of Electric Sheep: A Human-like Image Implication Understanding and Reasoning Framework,reasoning_improvement,,
348,A Comprehensive Evaluation of Contemporary ML-Based Solvers for Combinatorial Optimization,neither,,
349,P2P: Automated Paper-to-Poster Generation and Fine-Grained Benchmark,neither,,
350,Steering LLM Reasoning Through Bias-Only Adaptation,reasoning_improvement,,
351,Efficient Long CoT Reasoning in Small Language Models,chain_of_thought_reduction,,
352,PM-KVQ: Progressive Mixed-precision KV Cache Quantization for Long-CoT LLMs,neither,,
353,Generative RLHF-V: Learning Principles from Multi-modal Human Preference,reasoning_improvement,,
354,VLA-RL: Towards Masterful and General Robotic Manipulation with Scalable Reinforcement Learning,neither,,
355,Ground-R1: Incentivizing Grounded Visual Reasoning via Reinforcement Learning,reasoning_improvement,,
356,FunReason: Enhancing Large Language Models' Function Calling via Self-Refinement Multiscale Loss and Automated Data Refinement,reasoning_improvement,,
357,RICO: Improving Accuracy and Completeness in Image Recaptioning via Visual Reconstruction,neither,,
358,MEDAL: A Framework for Benchmarking LLMs as Multilingual Open-Domain Chatbots and Dialogue Evaluators,neither,,
359,LLMs Get Lost In Multi-Turn Conversation,reasoning_improvement,,
360,ARB: A Comprehensive Arabic Multimodal Reasoning Benchmark,neither,,
361,RRTL: Red Teaming Reasoning Large Language Models in Tool Learning,neither,,
362,Soft Thinking: Unlocking the Reasoning Potential of LLMs in Continuous Concept Space,reasoning_improvement,,
363,Large Language Models as Computable Approximations to Solomonoff Induction,reasoning_improvement,,
364,Doc-CoB: Enhancing Multi-Modal Document Understanding with Visual Chain-of-Boxes Reasoning,reasoning_improvement,,
365,TrimR: Verifier-based Training-Free Thinking Compression for Efficient Test-Time Scaling,chain_of_thought_reduction,,
366,ConciseRL: Conciseness-Guided Reinforcement Learning for Efficient Reasoning Models,chain_of_thought_reduction,,
367,AdaReasoner: Adaptive Reasoning Enables More Flexible Thinking,reasoning_improvement,,
368,DailyQA: A Benchmark to Evaluate Web Retrieval Augmented LLMs Based on Capturing Real-World Changes,neither,,
369,OCR-Reasoning Benchmark: Unveiling the True Capabilities of MLLMs in Complex Text-Rich Image Reasoning,reasoning_improvement,,
370,Table Foundation Models: on knowledge pre-training for tabular learning,neither,,
371,TransBench: Benchmarking Machine Translation for Industrial-Scale Applications,neither,,
372,s3: You Don't Need That Much Data to Train a Search Agent via RL,neither,,
373,Visual Agentic Reinforcement Fine-Tuning,neither,,
374,MindVote: How LLMs Predict Human Decision-Making in Social Media Polls,neither,,
375,Implementing Long Text Style Transfer with LLMs through Dual-Layered Sentence and Paragraph Structure Extraction and Mapping,neither,,
376,Evaluating the Effectiveness of Black-Box Prompt Optimization as the Scale of LLMs Continues to Grow,neither,,
377,Toward Embodied AGI: A Review of Embodied AI and the Road Ahead,neither,,
378,PRL: Prompts from Reinforcement Learning,reasoning_improvement,,
379,Can Pruning Improve Reasoning? Revisiting Long-CoT Compression with Capability in Mind for Better Reasoning,both,,
380,"Longer Context, Deeper Thinking: Uncovering the Role of Long-Context Ability in Reasoning",reasoning_improvement,,
381,Curriculum Guided Reinforcement Learning for Efficient Multi Hop Retrieval Augmented Generation,reasoning_improvement,,
382,Can MLLMs Guide Me Home? A Benchmark Study on Fine-Grained Visual Reasoning from Transit Maps,reasoning_improvement,,
383,The Overthinker's DIET: Cutting Token Calories with DIfficulty-AwarE Training,chain_of_thought_reduction,,
384,Hierarchical Retrieval with Evidence Curation for Open-Domain Financial Question Answering on Standardized Documents,neither,,
385,VisualToolAgent (VisTA): A Reinforcement Learning Framework for Visual Tool Selection,neither,,
386,What Changed? Detecting and Evaluating Instruction-Guided Image Edits with Multimodal Large Language Models,neither,,
387,TACO: Think-Answer Consistency for Optimized Long-Chain Reasoning and Efficient Data Learning via Reinforcement Learning in LVLMs,both,,
388,EmoBench-UA: A Benchmark Dataset for Emotion Detection in Ukrainian,neither,,
389,Socratic-PRMBench: Benchmarking Process Reward Models with Systematic Reasoning Patterns,reasoning_improvement,,
390,Optimization Problem Solving Can Transition to Evolutionary Agentic Workflows,neither,,
391,VideoPath-LLaVA: Pathology Diagnostic Reasoning Through Video Instruction Tuning,reasoning_improvement,,
392,RAIDEN-R1: Improving Role-awareness of LLMs via GRPO with Verifiable Reward,reasoning_improvement,,
393,Pre-Act: Multi-Step Planning and Reasoning Improves Acting in LLM Agents,reasoning_improvement,,
394,UFO-RL: Uncertainty-Focused Optimization for Efficient Reinforcement Learning Data Selection,neither,,
395,ChemPile: A 250GB Diverse and Curated Dataset for Chemical Foundation Models,neither,,
396,Enhance Mobile Agents Thinking Process Via Iterative Preference Learning,reasoning_improvement,,
397,Graph-Reward-SQL: Execution-Free Reinforcement Learning for Text-to-SQL via Graph Matching and Stepwise Reward,reasoning_improvement,,
398,HBO: Hierarchical Balancing Optimization for Fine-Tuning Large Language Models,neither,,
399,R1dacted: Investigating Local Censorship in DeepSeek's R1 Language Model,neither,,
400,Debating for Better Reasoning: An Unsupervised Multimodal Approach,reasoning_improvement,,
401,EasyMath: A 0-shot Math Benchmark for SLMs,neither,,
402,Two Experts Are All You Need for Steering Thinking: Reinforcing Cognitive Effort in MoE Reasoning Models Without Additional Training,reasoning_improvement,,
403,Addressing the Challenges of Planning Language Generation,neither,,
404,UniGen: Enhanced Training & Test-Time Strategies for Unified Multimodal Understanding and Generation,neither,,
405,Revisiting Overthinking in Long Chain-of-Thought from the Perspective of Self-Doubt,reasoning_improvement,,
406,GAM-Agent: Game-Theoretic and Uncertainty-Aware Collaboration for Complex Visual Reasoning,reasoning_improvement,,
407,Adversarial Semantic and Label Perturbation Attack for Pedestrian Attribute Recognition,neither,,
408,Qwen Look Again: Guiding Vision-Language Reasoning Models to Re-attention Visual Information,reasoning_improvement,,
409,Proximalized Preference Optimization for Diverse Feedback Types: A Decomposed Perspective on DPO,neither,,
410,Data Whisperer: Efficient Data Selection for Task-Specific LLM Fine-Tuning via Few-Shot In-Context Learning,reasoning_improvement,,
411,LogicOCR: Do Your Large Multimodal Models Excel at Logical Reasoning on Text-Rich Images?,reasoning_improvement,,
412,Reward Reasoning Model,reasoning_improvement,,
413,TinyV: Reducing False Negatives in Verification Improves RL for LLM Reasoning,reasoning_improvement,,
414,Visionary-R1: Mitigating Shortcuts in Visual Reasoning with Reinforcement Learning,reasoning_improvement,,
415,Think Only When You Need with Large Hybrid-Reasoning Models,reasoning_improvement,,
416,Emerging Properties in Unified Multimodal Pretraining,neither,,
417,Mind the Gap: Bridging Thought Leap for Improved Chain-of-Thought Tuning,reasoning_improvement,,
418,"Think Silently, Think Fast: Dynamic Latent Compression of LLM Reasoning Chains",chain_of_thought_reduction,,
419,SSR-Zero: Simple Self-Rewarding Reinforcement Learning for Machine Translation,neither,,
420,Deciphering Trajectory-Aided LLM Reasoning: An Optimization Perspective,reasoning_improvement,,
421,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,neither,,
422,Faster and Better LLMs via Latency-Aware Test-Time Scaling,neither,,
423,Enigmata: Scaling Logical Reasoning in Large Language Models with Synthetic Verifiable Puzzles,reasoning_improvement,,
424,Interleaved Reasoning for Large Language Models via Reinforcement Learning,reasoning_improvement,,
425,MIDB: Multilingual Instruction Data Booster for Enhancing Multilingual Instruction Synthesis,neither,,
426,SMART: Self-Generating and Self-Validating Multi-Dimensional Assessment for LLMs' Mathematical Problem Solving,reasoning_improvement,,
427,Not All Tokens Are What You Need In Thinking,reasoning_improvement,,
428,The Real Barrier to LLM Agent Usability is Agentic ROI,neither,,
429,DoctorAgent-RL: A Multi-Agent Collaborative Reinforcement Learning System for Multi-Turn Clinical Dialogue,neither,,
430,What Makes a Good Reasoning Chain? Uncovering Structural Patterns in Long Chain-of-Thought Reasoning,reasoning_improvement,,
431,Satori-SWE: Evolutionary Test-Time Scaling for Sample-Efficient Software Engineering,neither,,
432,Mixture of Sparse Attention: Content-Based Learnable Sparse Attention via Expert-Choice Routing,reasoning_improvement,,
433,Enhancing LLMs' Clinical Reasoning with Real-World Data from a Nationwide Sepsis Registry,reasoning_improvement,,
434,A Survey of Slow Thinking-based Reasoning LLMs using Reinforced Learning and Inference-time Scaling Law,reasoning_improvement,,
435,When Can Large Reasoning Models Save Thinking? Mechanistic Analysis of Behavioral Divergence in Reasoning,reasoning_improvement,,
436,StepSearch: Igniting LLMs Search Ability via Step-Wise Proximal Policy Optimization,reasoning_improvement,,
437,Web-Shepherd: Advancing PRMs for Reinforcing Web Agents,neither,,
438,RoT: Enhancing Table Reasoning with Iterative Row-Wise Traversals,reasoning_improvement,,
439,RL Tango: Reinforcing Generator and Verifier Together for Language Reasoning,reasoning_improvement,,
440,FOL-Pretrain: A complexity annotated corpus of first-order logic,reasoning_improvement,,
441,G1: Teaching LLMs to Reason on Graphs with Reinforcement Learning,reasoning_improvement,,
442,Advertising in AI systems: Society must be vigilant,neither,,
