Team Cohere, :, Aakanksha and 227 more,neither
PMOA-TTS: Introducing the PubMed Open Access Textual Times Series Corpus,neither,,
Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents,neither,,
CARES: Comprehensive Evaluation of Safety and Adversarial Robustness in Medical LLMs,neither,,
PromptPrism: A Linguistically-Inspired Taxonomy for Prompts,neither,,
AD-AGENT: A Multi-agent Framework for End-to-end Anomaly Detection,neither,,
XtraGPT: LLMs for Human-AI Collaboration on Controllable Academic Paper Revision,neither,,
EmotionHallucer: Evaluating Emotion Hallucinations in Multimodal Large Language Models,neither,,
FlightGPT: Towards Generalizable and Interpretable UAV Vision-and-Language Navigation with Vision-Language Models,neither,,
PLAICraft: Large-Scale Time-Aligned Vision-Speech-Action Dataset for Embodied AI,neither,,
Rethinking Predictive Modeling for LLM Routing: When Simple kNN Beats Complex Learned Routers,neither,,
Replay to Remember (R2R): An Efficient Uncertainty-driven Unsupervised Continual Learning Framework Using Generative Replay,neither,,
Towards Artificial Intelligence Research Assistant for Expert-Involved Learning,neither,,
DISCO Balances the Scales: Adaptive Domain- and Difficulty-Aware Reinforcement Learning on Imbalanced Data,neither,,
Traveling Across Languages: Benchmarking Cross-Lingual Consistency in Multimodal LLMs,neither,,
ARPO:End-to-End Policy Optimization for GUI Agents with Experience Replay,neither,,
MASLab: A Unified and Comprehensive Codebase for LLM-based Multi-Agent Systems,neither,,
Advancing and Benchmarking Personalized Tool Invocation for LLMs,neither,,
LLM-Flock: Decentralized Multi-Robot Flocking via Large Language Models and Influence-Based Consensus,neither,,
Scaling Laws for Speculative Decoding,neither,,
Logic Jailbreak: Efficiently Unlocking LLM Safety Restrictions Through Formal Logical Expression,neither,,
Understanding and Mitigating Overrefusal in LLMs from an Unveiling Perspective of Safety Decision Boundary,neither,,
ChemHAS: Hierarchical Agent Stacking for Enhancing Chemistry Tools,neither,,
Hardware-Efficient Attention for Fast Decoding,neither,,
Rethinking the Unsolvable: When In-Context Search Meets Test-Time Scaling,neither,,
Towards Artificial General or Personalized Intelligence? A Survey on Foundation Models for Personalized Federated Intelligence,neither,,
PhysLLM: Harnessing Large Language Models for Cross-Modal Remote Physiological Sensing,neither,,
The Avengers: A Simple Recipe for Uniting Smaller Language Models to Challenge Proprietary Giants,neither,,
Scaling External Knowledge Input Beyond Context Windows of LLMs via Multi-Agent Collaboration,neither,,
VideoHallu: Evaluating and Mitigating Multi-modal Hallucinations on Synthetic Video Understanding,neither,,
FlowDubber: Movie Dubbing with LLM-based Semantic-aware Learning and Flow Matching based Voice Enhancing,neither,,
Lost in the Haystack: Smaller Needles are More Difficult for LLMs to Find,neither,,
NSNQuant: A Double Normalization Approach for Calibration-Free Low-Bit Vector Quantization of KV Cache,neither,,
"Fann or Flop: A Multigenre, Multiera Benchmark for Arabic Poetry Understanding in LLMs",neither,,
ELDeR: Getting Efficient LLMs through Data-Driven Regularized Layer-wise Pruning,neither,,
ALPS: Attention Localization and Pruning Strategy for Efficient Alignment of Large Language Models,neither,,
Large Language Models for Planning: A Comprehensive and Systematic Survey,neither,,
VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models,neither,,
CorBenchX: Large-Scale Chest X-Ray Error Dataset and Vision-Language Model Benchmark for Report Error Correction,neither,,
ABHINAYA -- A System for Speech Emotion Recognition In Naturalistic Conditions Challenge,neither,,
Deep Video Discovery: Agentic Search with Tool Use for Long-form Video Understanding,neither,,
Multi-modal Synthetic Data Training and Model Collapse: Insights from VLMs and Diffusion Models,neither,,
Can Large Language Models Really Recognize Your Name?,neither,,
Void in Language Models,neither,,
"Shemiranifar, Mani",neither,,
Exploring the Limits of Vision-Language-Action Manipulations in Cross-task Generalization,neither,,
SAM-R1: Leveraging SAM for Reward Feedback in Multimodal Segmentation via Reinforcement Learning,neither,,
Pre-Training Curriculum for Multi-Token Prediction in Language Models,neither,,
RICo: Refined In-Context Contribution for Automatic Instruction-Tuning Data Selection,neither,,
Towards Video to Piano Music Generation with Chain-of-Perform Support Benchmarks,neither,,
What Can RL Bring to VLA Generalization? An Empirical Study,neither,,
CP-Router: An Uncertainty-Aware Router Between LLM and LRM,neither,,
Training Language Models to Generate Quality Code with Program Analysis Feedback,neither,,
Teaching Language Models to Evolve with Users: Dynamic Profile Modeling for Personalized Alignment,neither,,
UniErase: Unlearning Token as a Universal Erasure Primitive for Language Models,neither,,
"Subtle Risks, Critical Failures: A Framework for Diagnosing Physical Safety of LLMs for Embodied Decision Making",neither,,
Judging with Many Minds: Do More Perspectives Mean Less Prejudice?,neither,,
LeCoDe: A Benchmark Dataset for Interactive Legal Consultation Dialogue Evaluation,neither,,
DISCOVER: Automated Curricula for Sparse-Reward Reinforcement Learning,neither,,
Automating eHMI Action Design with LLMs for Automated Vehicle Communication,neither,,
Rendering-Aware Reinforcement Learning for Vector Graphics Generation,neither,,
"Chen, Andrew Y.",neither,,
Towards Automated Situation Awareness: A RAG-Based Framework for Peacebuilding Reports,neither,,
IN-RIL: Interleaved Reinforcement and Imitation Learning for Policy Fine-Tuning,neither,,
Large Language Models as AI Agents for Digital Atoms and Molecules: Catalyzing a New Era in Computational Biophysics,neither,,
Retrieval-augmented in-context learning for multimodal large language models in disease classification,neither,,
ABKD: Pursuing a Proper Allocation of the Probability Mass in Knowledge Distillation via $α$-$β$-Divergence,neither,,
Resist Platform-Controlled AI Agents and Champion User-Centric Agent Advocates,neither,,
Position Paper: Bounded Alignment: What (Not) To Expect From AGI Agents,neither,,
"Minai, Ali A.",neither,,
J1: Exploring Simple Test-Time Scaling for LLM-as-a-Judge,neither,,
Seek-CAD: A Self-refined Generative Modeling for 3D Parametric CAD Using Local Inference via DeepSeek,neither,,
CIKT: A Collaborative and Iterative Knowledge Tracing Framework with Large Language Models,neither,,
PreMoe: Lightening MoEs on Constrained Memory by Expert Pruning and Retrieval,neither,,
SOSBENCH: Benchmarking Safety Alignment on Scientific Knowledge,neither,,
On the generalization of language models from in-context learning and finetuning: a controlled study,neither,,
Sandcastles in the Storm: Revisiting the (Im)possibility of Strong Watermarking,neither,,
Token Communication-Driven Multimodal Large Models in Resource-Constrained Multiuser Networks,neither,,
MedAgentBoard: Benchmarking Multi-Agent Collaboration with Conventional Methods for Diverse Medical Tasks,neither,,
Re$^2$: A Consistency-ensured Dataset for Full-stage Peer Review and Multi-turn Rebuttal Discussions,neither,,
A Survey of Attacks on Large Language Models,neither,,
Scalable Strategies for Continual Learning with Replay,neither,,
SafeMVDrive: Multi-view Safety-Critical Driving Video Synthesis in the Real World Domain,neither,,
EVADE: Multimodal Benchmark for Evasive Content Detection in E-Commerce Applications,neither,,
"Hickok, Truman",neither,,
WebNovelBench: Placing LLM Novelists on the Web Novel Distribution,neither,,
Multicrossmodal Automated Agent for Integrating Diverse Materials Science Data,neither,,
Your Language Model Can Secretly Write Like Humans: Contrastive Paraphrase Attacks on LLM-Generated Text Detectors,neither,,
lmgame-Bench: How Good are LLMs at Playing Games?,neither,,
WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,neither,,
Co-Reinforcement Learning for Unified Multimodal Understanding and Generation,neither,,
"H2:Towards Efficient Large-Scale LLM Training on Hyper-Heterogeneous Cluster over 1,000 Chips",neither,,
Scaling Image and Video Generation via Test-Time Evolutionary Search,neither,,
Towards Revealing the Effectiveness of Small-Scale Fine-tuning in R1-style Reinforcement Learning,neither,,
Outcome-based Reinforcement Learning to Predict the Future,neither,,
ProgRM: Build Better GUI Agents with Progress Rewards,neither,,
"Wu, Xiaobao",neither,,
Dialz: A Python Toolkit for Steering Vectors,neither,,
AKD : Adversarial Knowledge Distillation For Large Language Models Alignment on Coding tasks,neither,,
Seed1.5-VL Technical Report,neither,,
MenTeR: A fully-automated Multi-agenT workflow for end-to-end RF/Analog Circuits Netlist Design,neither,,
Helping Large Language Models Protect Themselves: An Enhanced Filtering and Summarization System,neither,,
Sailing AI by the Stars: A Survey of Learning from Rewards in Post-Training and Test-Time Scaling of Large Language Models,neither,,
Measuring General Intelligence with Generated Games,neither,,
Learning to Play Like Humans: A Framework for LLM Adaptation in Interactive Fiction Games,neither,,
ContextAgent: Context-Aware Proactive LLM Agents with Open-World Sensory Perceptions,neither,,
Mustafar: Promoting Unstructured Sparsity for KV Cache Pruning in LLM Inference,neither,,
Offline Guarded Safe Reinforcement Learning for Medical Treatment Optimization Strategies,neither,,
Counting Cycles with Deepseek,neither,,
Are Large Language Models Reliable AI Scientists? Assessing Reverse-Engineering of Black-Box Systems,neither,,
MT$^{3}$: Scaling MLLM-based Text Image Machine Translation via Multi-Task Reinforcement Learning,neither,,
Decoupling Spatio-Temporal Prediction: When Lightweight Large Models Meet Adaptive Hypergraphs,neither,,
Style2Code: A Style-Controllable Code Generation Framework with Dual-Modal Contrastive Representation Learning,neither,,
A Provable Approach for End-to-End Safe Reinforcement Learning,neither,,
Test-Time Scaling with Repeated Sampling Improves Multilingual Text Generation,neither,,
Truth or Twist? Optimal Model Selection for Reliable Label Flipping Evaluation in LLM-based Counterfactuals,neither,,
Toward Effective Reinforcement Learning Fine-Tuning for Medical VQA in Vision-Language Models,neither,,
Process vs. Outcome Reward: Which is Better for Agentic RAG Reinforcement Learning,neither,,
Afterburner: Reinforcement Learning Facilitates Self-Improving Code Efficiency Optimization,neither,,
Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,neither,,
"Schroeder de Witt, Christian",neither,,
CoIn: Counting the Invisible Reasoning Tokens in Commercial Opaque LLM APIs,neither,,
Prior Prompt Engineering for Reinforcement Fine-Tuning,neither,,
Recursive Offloading for LLM Serving in Multi-tier Networks,neither,,
AdamS: Momentum Itself Can Be A Normalizer for LLM Pretraining and Post-training,neither,,
ReCopilot: Reverse Engineering Copilot in Binary Analysis,neither,,
Chain-of-Thought Poisoning Attacks against R1-based Retrieval-Augmented Generation Systems,neither,,
Leveraging LLMs to Automate Energy-Aware Refactoring of Parallel Scientific Codes,neither,,
Ultra-FineWeb: Efficient Data Filtering and Verification for High-Quality LLM Training Data,neither,,
CellTypeAgent: Trustworthy cell type annotation with Large Language Models,neither,,
Scaling Offline RL via Efficient and Expressive Shortcut Models,neither,,
Mitigating Deceptive Alignment via Self-Monitoring,neither,,
VISTA: Vision-Language Inference for Training-Free Stock Time-Series Analysis,neither,,
Breaking the Ceiling: Exploring the Potential of Jailbreak Attacks through Expanding Strategy Space,neither,,
LLMPrism: Black-box Performance Diagnosis for Production LLM Training Platforms,neither,,
Value Portrait: Understanding Values of LLMs with Human-aligned Benchmark,neither,,
Adaptive Stress Testing Black-Box LLM Planners,neither,,
Insights into DeepSeek-V3: Scaling Challenges and Reflections on Hardware for AI Architectures,neither,,
Teach2Eval: An Indirect Evaluation Method for LLM by Judging How It Teaches,neither,,
SEED-GRPO: Semantic Entropy Enhanced GRPO for Uncertainty-Aware Policy Optimization,neither,,
LOVE: Benchmarking and Evaluating Text-to-Video Generation and Video-to-Text Interpretation,neither,,
TinyRS-R1: Compact Multimodal Language Model for Remote Sensing,neither,,
Towards Evaluating Proactive Risk Awareness of Multimodal Language Models,neither,,
Chain-of-Lure: A Synthetic Narrative-Driven Approach to Compromise Large Language Models,neither,,
CodeMixBench: Evaluating Large Language Models on Code Generation with Code-Mixed Prompts,neither,,
QualBench: Benchmarking Chinese LLMs with Localized Professional Qualifications for Vertical Domain Evaluation,neither,,
LLM-Augmented Chemical Synthesis and Design Decision Programs,neither,,
CellVerse: Do Large Language Models Really Understand Cell Biology?,neither,,
"Fehlis, Yao",neither,,
